05022023,30.4,25.5
04022023,30.4,23.0
03022023,32.0,22.4
02022023,38.3,26.1
01022023,35.8,24.6
31012023,34.8,22.9
30012023,32.5,23.1
29012023,39.0,26.6
28012023,39.3,29.2
27012023,39.9,28.3
26012023,39.4,27.5
25012023,37.9,27.6
24012023,37.4,24.8
23012023,37.1,22.4
22012023,32.0,23.0
21012023,41.1,28.1
20012023,39.3,25.6
19012023,38.2,25.5
18012023,37.0,26.3
17012023,38.6,27.8
16012023,37.7,23.5
15012023,33.9,21.9
14012023,31.5,19.6
13012023,27.2,19.8
12012023,37.4,24.8
11012023,38.7,23.8
10012023,37.4,24.6
09012023,Sin ,Sin 
08012023,33.3,25.5
07012023,33.8,2.2
06012023,34.8,25.5
05012023,36.1,23.2
04012023,33.8,18.2
03012023,28.9,19.7
02012023,32.5,24.4
01012023,40.5,25.5
31122022,40.1,28.5
30122022,38.2,18.9
29122022,35.7,20.9
28122022,32.1,20.1
27122022,37.3,22.5
26122022,36.4,23.5
25122022,36.5,22.2
24122022,36.0,18.6
23122022,37.3,25.5
22122022,36.9,25.2
21122022,38.7,26.0
20122022,38.0,25.3
19122022,36.5,23.3
18122022,34.5,21.3
17122022,35.8,22.6
16122022,36.0,22.2
15122022,36.2,24.9
14122022,46.3,22.1
13122022,34.7,23.3
12122022,35.2,24.7
11122022,33.9,26.4
10122022,Sin ,Sin 
09122022,Sin ,Sin 
08122022,32.0,28.3
07122022,38.8,32.2
06122022,Sin ,Sin 
05122022,33.5,25.7
04122022,36.4,29.0
03122022,Sin ,Sin 
02122022,31.3,23.2
01122022,34.4,24.3
30112022,36.3,25.3
29112022,34.4,24.0
28112022,34.4,24.8
27112022,35.8,28.9
26112022,31.5,20.4
25112022,34.7,20.5
24112022,30.8,18.2
23112022,29.7,15.8
22112022,26.1,19.0
21112022,22.7,21.4
20112022,35.5,27.2
19112022,35.2,23.9
18112022,34.5,26.5
17112022,34.6,24.7
16112022,33.7,21.8
15112022,32.4,20.2
14112022,28.9,19.3
13112022,27.6,19.6
12112022,31.7,22.5
11112022,32.4,19.7
10112022,27.6,19.9
09112022,33.2,19.7
08112022,31.9,19.5
07112022,31.6,21.6
06112022,32.5,19.5
05112022,32.1,17.9
04112022,31.5,14.7
03112022,29.2,12.4
02112022,23.3,11.2
